retailer,country,query,name,brand,price,currency,price_eur,pack_size_raw,grams,eur_per_kg,eur_per_kg_source,unit_price_raw,category,plant_based,match_terms,url,source,scraped_at
Jumbo,NL,tofu,Jumbo Tempeh Curry Indiase Stijl 180 g,,2.79,EUR,2.79,Jumbo Tempeh Curry Indiase Stijl 180 g,180.0,15.5,pack_size,,tofu_tempeh_seitan,True,tempeh,https://www.jumbo.com/producten/jumbo-tempeh-curry-indiase-stijl-180-g-678334STK,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tofu,GARDEN GOURMET Vleesvervanger Crunchy Tofu 160 Gram Tray,,3.29,EUR,3.29,GARDEN GOURMET Vleesvervanger Crunchy Tofu 160 Gram Tray,160.0,20.562,pack_size,,tofu_tempeh_seitan,True,garden gourmet|tofu,https://www.jumbo.com/producten/garden-gourmet-vleesvervanger-crunchy-tofu-160-gram-tray-772527TRA,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,Jumbo Tempeh Naturel 395g,,2.29,EUR,2.29,Jumbo Tempeh Naturel 395g,395.0,5.797,pack_size,,tofu_tempeh_seitan,True,tempeh,https://www.jumbo.com/producten/jumbo-tempeh-naturel-395g-680367BAK,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,Jumbo Tempeh Reepjes Sweet Chili 180 g,,2.39,EUR,2.39,Jumbo Tempeh Reepjes Sweet Chili 180 g,180.0,13.278,pack_size,,tofu_tempeh_seitan,True,tempeh,https://www.jumbo.com/producten/jumbo-tempeh-reepjes-sweet-chili-180-g-680365BAK,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,Jumbo Tofu Naturel 375g,,1.44,EUR,1.44,Jumbo Tofu Naturel 375g,375.0,3.84,pack_size,,tofu_tempeh_seitan,True,tofu,https://www.jumbo.com/producten/jumbo-tofu-naturel-375g-680366STK,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,Jumbo Tempeh Curry Indiase Stijl 180 g,,2.79,EUR,2.79,Jumbo Tempeh Curry Indiase Stijl 180 g,180.0,15.5,pack_size,,tofu_tempeh_seitan,True,tempeh,https://www.jumbo.com/producten/jumbo-tempeh-curry-indiase-stijl-180-g-678334STK,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,TGFS Tempeh Crispy 125g,,4.99,EUR,4.99,TGFS Tempeh Crispy 125g,125.0,39.92,pack_size,,tofu_tempeh_seitan,True,tempeh,https://www.jumbo.com/producten/tgfs-tempeh-crispy-125g-752278CUP,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,Jumbo Tofu met Rooksmaak 200g,,1.99,EUR,1.99,Jumbo Tofu met Rooksmaak 200g,200.0,9.95,pack_size,,tofu_tempeh_seitan,True,tofu,https://www.jumbo.com/producten/jumbo-tofu-met-rooksmaak-200g-680369BAK,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,Jumbo Tofu Reepjes Asian Style 180g,,2.79,EUR,2.79,Jumbo Tofu Reepjes Asian Style 180g,180.0,15.5,pack_size,,tofu_tempeh_seitan,True,tofu,https://www.jumbo.com/producten/jumbo-tofu-reepjes-asian-style-180g-680368STK,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,Vivera Zachte Tofu 550 g,,1.99,EUR,1.99,Vivera Zachte Tofu 550 g,550.0,3.618,pack_size,,tofu_tempeh_seitan,True,tofu|vivera,https://www.jumbo.com/producten/vivera-zachte-tofu-550-g-763479TRA,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,Vivera Gerookte Tofu 280 g,,2.69,EUR,2.69,Vivera Gerookte Tofu 280 g,280.0,9.607,pack_size,,tofu_tempeh_seitan,True,tofu|vivera,https://www.jumbo.com/producten/vivera-gerookte-tofu-280-g-763542TRA,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,GARDEN GOURMET Vleesvervanger Crunchy Tofu 160 Gram Tray,,3.29,EUR,3.29,GARDEN GOURMET Vleesvervanger Crunchy Tofu 160 Gram Tray,160.0,20.562,pack_size,,tofu_tempeh_seitan,True,garden gourmet|tofu,https://www.jumbo.com/producten/garden-gourmet-vleesvervanger-crunchy-tofu-160-gram-tray-772527TRA,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,tempeh,Vivera Stevige Tofu 280 g,,2.19,EUR,2.19,Vivera Stevige Tofu 280 g,280.0,7.821,pack_size,,tofu_tempeh_seitan,True,tofu|vivera,https://www.jumbo.com/producten/vivera-stevige-tofu-280-g-763544TRA,adaptive,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,AH Terra Biologische tofu,AH Terra,1.25,EUR,1.25,325 g,325.0,3.85,retailer_unit_price,prijs per kg €3.85,tofu_tempeh_seitan,True,tofu,https://www.ah.nl/producten/product/wi564897,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,AH Terra Biologische tofu grootverpakking,AH Terra,1.89,EUR,1.89,500 g,500.0,3.78,retailer_unit_price,prijs per kg €3.78,tofu_tempeh_seitan,True,tofu,https://www.ah.nl/producten/product/wi598995,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,AH Terra Biologische gerookte tofu,AH Terra,1.99,EUR,1.99,200 g,200.0,9.95,retailer_unit_price,prijs per kg €9.95,tofu_tempeh_seitan,True,tofu,https://www.ah.nl/producten/product/wi572430,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,AH Terra Biologische tofureepjes pittig,AH Terra,2.89,EUR,2.89,180 g,180.0,16.06,retailer_unit_price,prijs per kg €16.06,tofu_tempeh_seitan,True,tofu,https://www.ah.nl/producten/product/wi564896,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,Vivera Stevige tofu a la minute,Vivera,2.19,EUR,2.19,280 g,280.0,7.82,retailer_unit_price,normale prijs per kg €7.82,tofu_tempeh_seitan,True,tofu|vivera,https://www.ah.nl/producten/product/wi587278,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,AH Terra Tofureepjes Aziatisch,AH Terra,2.79,EUR,2.79,180 g,180.0,15.5,retailer_unit_price,prijs per kg €15.50,tofu_tempeh_seitan,True,tofu,https://www.ah.nl/producten/product/wi564893,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,AH Terra Bio tofureepjes mild gekruid,AH Terra,2.69,EUR,2.69,180 g,180.0,14.94,retailer_unit_price,prijs per kg €14.94,tofu_tempeh_seitan,True,tofu,https://www.ah.nl/producten/product/wi598994,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,AH Terra Crispy tofu,AH Terra,2.49,EUR,2.49,160 g,160.0,15.56,retailer_unit_price,prijs per kg €15.56,tofu_tempeh_seitan,True,tofu,https://www.ah.nl/producten/product/wi587238,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,Vivera Gerookte tofu,Vivera,2.69,EUR,2.69,280 g,280.0,9.61,retailer_unit_price,normale prijs per kg €9.61,tofu_tempeh_seitan,True,tofu|vivera,https://www.ah.nl/producten/product/wi587281,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,Bibigo Gyoza tofu & vegetable,Bibigo,4.49,EUR,4.49,300 g,300.0,14.97,retailer_unit_price,prijs per kg €14.97,tofu_tempeh_seitan,True,tofu,https://www.ah.nl/producten/product/wi601793,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,AH Terra Tofu burger spinazie,AH Terra,2.29,EUR,2.29,160 g,160.0,14.31,retailer_unit_price,prijs per kg €14.31,tofu_tempeh_seitan,True,tofu,https://www.ah.nl/producten/product/wi587231,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tofu,Vivera Zachte tofu,Vivera,1.99,EUR,1.99,550 g,550.0,7.11,retailer_unit_price,normale prijs per kg €7.11,tofu_tempeh_seitan,True,tofu|vivera,https://www.ah.nl/producten/product/wi587279,api:ah,2026-08-23T22:26:14+00:00
Jumbo,NL,vegan kaas,Jumbo Plantaardig Alternatief voor Witte Kaas 150 g,,1.87,EUR,1.87,Jumbo Plantaardig Alternatief voor Witte Kaas 150 g,150.0,12.467,pack_size,,,True,,https://www.jumbo.com/producten/jumbo-plantaardig-alternatief-voor-witte-kaas-150-g-707451DS,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,vegan kaas,Jumbo Plantaardige Rasp 200 g,,1.55,EUR,1.55,Jumbo Plantaardige Rasp 200 g,200.0,7.75,pack_size,,,True,,https://www.jumbo.com/producten/jumbo-plantaardige-rasp-200-g-557339ZK,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,vegan kaas,Jumbo Plantaardige Plakken 200 g,,1.69,EUR,1.69,Jumbo Plantaardige Plakken 200 g,200.0,8.45,pack_size,,,True,,https://www.jumbo.com/producten/jumbo-plantaardige-plakken-200-g-454959DS,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,vegan kaas,Heks'nkaas Vegan Origineel 200 g,,3.45,EUR,3.45,Heks'nkaas Vegan Origineel 200 g,200.0,17.25,pack_size,,,True,,https://www.jumbo.com/producten/heks-nkaas-vegan-origineel-200-g-443149DS,adaptive,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tempeh,AH Terra Tempeh,AH Terra,1.59,EUR,1.59,250 g,250.0,6.36,retailer_unit_price,prijs per kg €6.36,tofu_tempeh_seitan,True,tempeh,https://www.ah.nl/producten/product/wi564894,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tempeh,AH Terra Tempeh,AH Terra,2.29,EUR,2.29,395 g,395.0,5.8,retailer_unit_price,prijs per kg €5.80,tofu_tempeh_seitan,True,tempeh,https://www.ah.nl/producten/product/wi572429,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tempeh,AH Terra Tempeh ketjap,AH Terra,1.99,EUR,1.99,180 g,180.0,11.06,retailer_unit_price,prijs per kg €11.06,tofu_tempeh_seitan,True,tempeh,https://www.ah.nl/producten/product/wi412551,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tempeh,AH Terra Tempeh ketjap,AH Terra,3.09,EUR,3.09,300 g,300.0,10.3,retailer_unit_price,prijs per kg €10.30,tofu_tempeh_seitan,True,tempeh,https://www.ah.nl/producten/product/wi587232,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tempeh,AH Terra Gerookte tempeh,AH Terra,2.49,EUR,2.49,220 g,220.0,11.32,retailer_unit_price,prijs per kg €11.32,tofu_tempeh_seitan,True,tempeh,https://www.ah.nl/producten/product/wi587236,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tempeh,AH Terra Tempeh sweet chili,AH Terra,2.39,EUR,2.39,180 g,180.0,13.28,retailer_unit_price,prijs per kg €13.28,tofu_tempeh_seitan,True,tempeh,https://www.ah.nl/producten/product/wi564892,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,tempeh,AH Terra Verse Maaltijd sticky tempeh,AH Terra,6.99,EUR,6.99,450 g,450.0,15.53,retailer_unit_price,normale prijs per kg €15.53,tofu_tempeh_seitan,True,tempeh,https://www.ah.nl/producten/product/wi609817,api:ah,2026-08-23T22:26:14+00:00
Jumbo,NL,haverdrink,Jumbo Haverdrink Naturel 1 L,,1.49,EUR,1.49,Jumbo Haverdrink Naturel 1 L,1000.0,1.49,pack_size,,plant_milk,True,haverdrink,https://www.jumbo.com/producten/jumbo-haverdrink-naturel-1-l-556626PAK,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,haverdrink,Alpro Haverdrink Zonder Suikers Houdbaar 1L,,2.79,EUR,2.79,Alpro Haverdrink Zonder Suikers Houdbaar 1L,1000.0,2.79,pack_size,,plant_milk,True,haverdrink,https://www.jumbo.com/producten/alpro-haverdrink-zonder-suikers-houdbaar-1l-213414STK,adaptive,2026-08-23T22:26:14+00:00
Jumbo,NL,haverdrink,Alpro Haverdrink Zonder Suikers Houdbaar 4 x 1 L,,11.16,EUR,11.16,Alpro Haverdrink Zonder Suikers Houdbaar 4 x 1 L,4000.0,2.79,pack_size,,plant_milk,True,haverdrink,https://www.jumbo.com/producten/alpro-haverdrink-zonder-suikers-houdbaar-4-x-1-l-213414DSL,adaptive,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,Vegetarische Slager Vegan lecker burgerlijk,Vegetarische Slager,4.15,EUR,4.15,2 stuks,,25.94,retailer_unit_price,prijs per kg €25.94,,True,,https://www.ah.nl/producten/product/wi226706,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,Vegetarische Slager Vegan pluimfeestburger,Vegetarische Slager,3.99,EUR,3.99,180 g,180.0,22.17,retailer_unit_price,prijs per kg €22.17,,True,,https://www.ah.nl/producten/product/wi502390,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,AH Terra Plantaardige burger,AH Terra,2.99,EUR,2.99,227 g,227.0,13.17,retailer_unit_price,prijs per kg €13.17,,True,,https://www.ah.nl/producten/product/wi564862,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,AH Terra Plantaardige burger grilled onion smaak,AH Terra,2.49,EUR,2.49,200 g,200.0,12.45,retailer_unit_price,prijs per kg €12.45,,True,,https://www.ah.nl/producten/product/wi612629,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,Vivera Plantaardige crispy chicken burger,Vivera,3.89,EUR,3.89,200 g,200.0,19.45,retailer_unit_price,normale prijs per kg €19.45,plant_meat,True,vivera,https://www.ah.nl/producten/product/wi563663,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,Beyond Meat Plant-based burger,Beyond Meat,4.69,EUR,4.69,226 g,226.0,20.75,retailer_unit_price,prijs per kg €20.75,plant_meat,True,beyond meat|plant-based burger,https://www.ah.nl/producten/product/wi457669,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,AH Terra Plantaardige jalapeno burger,AH Terra,2.99,EUR,2.99,200 g,200.0,14.95,retailer_unit_price,prijs per kg €14.95,,True,,https://www.ah.nl/producten/product/wi572424,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,AH Terra Tofu burger spinazie,AH Terra,2.29,EUR,2.29,160 g,160.0,14.31,retailer_unit_price,prijs per kg €14.31,tofu_tempeh_seitan,True,tofu,https://www.ah.nl/producten/product/wi587231,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,Beyond Meat Korean BBQ flavour burger,Beyond Meat,4.69,EUR,4.69,200 g,200.0,23.45,retailer_unit_price,prijs per kg €23.45,plant_meat,True,beyond meat,https://www.ah.nl/producten/product/wi612728,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,AH Terra Plantaardige spinazierondo,AH Terra,1.79,EUR,1.79,180 g,180.0,9.94,retailer_unit_price,prijs per kg €9.94,,True,,https://www.ah.nl/producten/product/wi612625,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,AH Terra Plantaardige smeltburger gouda stijl,AH Terra,2.59,EUR,2.59,200 g,200.0,12.95,retailer_unit_price,prijs per kg €12.95,,True,,https://www.ah.nl/producten/product/wi587111,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,AH Terra Plantaardige Toscaanse carré,AH Terra,2.49,EUR,2.49,160 g,160.0,15.56,retailer_unit_price,prijs per kg €15.56,,True,,https://www.ah.nl/producten/product/wi612627,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,Vivera Plantaardige kroketburger,Vivera,3.59,EUR,3.59,150 g,150.0,23.93,retailer_unit_price,normale prijs per kg €23.93,plant_meat,True,vivera,https://www.ah.nl/producten/product/wi493532,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,Redefine Meat Premium burgers,Redefine Meat,4.55,EUR,4.55,240 g,240.0,18.96,retailer_unit_price,prijs per kg €18.96,plant_meat,True,redefine meat,https://www.ah.nl/producten/product/wi567844,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,Beyond Meat Jalapeno burger,Beyond Meat,4.69,EUR,4.69,200 g,200.0,23.45,retailer_unit_price,prijs per kg €23.45,plant_meat,True,beyond meat,https://www.ah.nl/producten/product/wi589938,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,AH Terra Plantaardig gegrilde stukjes,AH Terra,2.49,EUR,2.49,175 g,175.0,14.23,retailer_unit_price,prijs per kg €14.23,,True,,https://www.ah.nl/producten/product/wi612626,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,vega burger,AH Terra Plantaardige burger,AH Terra,1.39,EUR,1.39,200 g,200.0,6.95,retailer_unit_price,prijs per kg €6.95,,True,,https://www.ah.nl/producten/product/wi563701,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Alpro Haverdrink zonder suikers,Alpro,2.79,EUR,2.79,1 l,1000.0,2.79,retailer_unit_price,prijs per liter €2.79,plant_milk,True,haverdrink,https://www.ah.nl/producten/product/wi447631,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Alpro Biologische haver no sugars,Alpro,2.99,EUR,2.99,1 l,1000.0,2.99,retailer_unit_price,prijs per liter €2.99,,True,,https://www.ah.nl/producten/product/wi605199,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,AH Terra Plantaardige haverdrink ongezoet,AH Terra,1.35,EUR,1.35,1 l,1000.0,1.35,retailer_unit_price,prijs per liter €1.35,plant_milk,True,haverdrink,https://www.ah.nl/producten/product/wi462463,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Alpro Barista haver 6-pack,Alpro,15.07,EUR,15.07,6 stuks,,,,,,True,,https://www.ah.nl/producten/product/wi568161,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Haver barista edition 4-pack,Oatly!,10.98,EUR,10.98,4 stuks,,,,,,True,,https://www.ah.nl/producten/product/wi611232,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Alpro Barista haver,Alpro,1.99,EUR,1.99,"0,5 l",500.0,3.98,retailer_unit_price,prijs per liter €3.98,,True,,https://www.ah.nl/producten/product/wi538253,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,AH Terra Plantaardige haverdrink ongezoet,AH Terra,1.69,EUR,1.69,1 l,1000.0,1.69,retailer_unit_price,prijs per liter €1.69,plant_milk,True,haverdrink,https://www.ah.nl/producten/product/wi451200,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,AH Terra Biologisch haverdrink ongezoet,AH Terra,1.49,EUR,1.49,1 l,1000.0,1.49,retailer_unit_price,prijs per liter €1.49,plant_milk,True,haverdrink,https://www.ah.nl/producten/product/wi605272,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,AH Terra Plantaardige barista haver,AH Terra,1.69,EUR,1.69,1 l,1000.0,1.69,retailer_unit_price,prijs per liter €1.69,,True,,https://www.ah.nl/producten/product/wi570842,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Haver barista edition,Oatly!,2.89,EUR,2.89,1 l,1000.0,2.89,retailer_unit_price,prijs per liter €2.89,,True,,https://www.ah.nl/producten/product/wi412158,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Biologische barista haver,Oatly!,2.99,EUR,2.99,1 l,1000.0,2.99,retailer_unit_price,prijs per liter €2.99,,True,,https://www.ah.nl/producten/product/wi570853,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Rude Health Barista haver,Rude Health,2.69,EUR,2.69,1 l,1000.0,2.69,retailer_unit_price,prijs per liter €2.69,,True,,https://www.ah.nl/producten/product/wi548468,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Haverdrank halfvol,Oatly!,2.59,EUR,2.59,1 l,1000.0,2.59,retailer_unit_price,prijs per liter €2.59,,True,,https://www.ah.nl/producten/product/wi475225,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Biologische haverdrank,Oatly!,2.89,EUR,2.89,1 l,1000.0,2.89,retailer_unit_price,prijs per liter €2.89,,True,,https://www.ah.nl/producten/product/wi401934,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,AH Terra Barista haver vanillesmaak,AH Terra,1.69,EUR,1.69,1 l,1000.0,1.69,retailer_unit_price,prijs per liter €1.69,,True,,https://www.ah.nl/producten/product/wi605195,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,AH Terra Plantaardige barista haver,AH Terra,1.19,EUR,1.19,"0,5 l",500.0,2.38,retailer_unit_price,prijs per liter €2.38,,True,,https://www.ah.nl/producten/product/wi484128,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Haverdrank vol,Oatly!,2.69,EUR,2.69,1 l,1000.0,2.69,retailer_unit_price,prijs per liter €2.69,,True,,https://www.ah.nl/producten/product/wi475227,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Matcha oat drink,Oatly!,2.49,EUR,2.49,250 ml,250.0,9.96,retailer_unit_price,prijs per liter €9.96,,True,,https://www.ah.nl/producten/product/wi601926,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Barista edition oat drink,Oatly!,3.89,EUR,3.89,"1,5 l",1500.0,2.59,retailer_unit_price,prijs per liter €2.59,,True,,https://www.ah.nl/producten/product/wi580285,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Haverdrank vol,Oatly!,2.69,EUR,2.69,1 l,1000.0,2.69,retailer_unit_price,prijs per liter €2.69,,True,,https://www.ah.nl/producten/product/wi548463,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Friesche Vlag Barista haver 5-pack,Friesche Vlag,12.1,EUR,12.1,5 stuks,,,,,,True,,https://www.ah.nl/producten/product/wi609441,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Barista edition lighter taste 4-pack,Oatly!,10.98,EUR,10.98,4 stuks,,,,,,True,,https://www.ah.nl/producten/product/wi611229,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,AH Terra Barista haver karamelsmaak,AH Terra,1.79,EUR,1.79,1 l,1000.0,1.79,retailer_unit_price,prijs per liter €1.79,,True,,https://www.ah.nl/producten/product/wi605194,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Alpro Barista haver,Alpro,2.79,EUR,2.79,1 l,1000.0,2.79,retailer_unit_price,prijs per liter €2.79,,True,,https://www.ah.nl/producten/product/wi461862,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Matcha strawberry flavour,Oatly!,2.59,EUR,2.59,250 ml,250.0,10.36,retailer_unit_price,prijs per liter €10.36,,True,,https://www.ah.nl/producten/product/wi608895,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly Matcha strawberry flavour 3-pack,Oatly,6.22,EUR,6.22,3 stuks,,,,,,True,,https://www.ah.nl/producten/product/wi623496,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Haverdrank no sugar 4-pack,Oatly!,10.98,EUR,10.98,4 stuks,,,,,,True,,https://www.ah.nl/producten/product/wi611235,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Oatly! Haverdrank halfvol calcium 4-pack,Oatly!,9.84,EUR,9.84,4 stuks,,,,,,True,,https://www.ah.nl/producten/product/wi611234,api:ah,2026-08-23T22:26:14+00:00
Albert Heijn,NL,haverdrink,Natrue Haver barista 0% suiker,Natrue,2.39,EUR,2.39,1 l,1000.0,2.39,retailer_unit_price,prijs per liter €2.39,,True,,https://www.ah.nl/producten/product/wi599749,api:ah,2026-08-23T22:26:14+00:00
